path,label
flowers\rose\rose_205.jpg,rose
flowers\california_poppy\california_poppy_259.jpg,california_poppy
flowers\tulip\tulip_219.jpg,tulip
flowers\bellflower\bellflower_312.jpg,bellflower
flowers\magnolia\magnolia_695.jpg,magnolia
flowers\rose\rose_777.jpg,rose
flowers\california_poppy\california_poppy_654.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_873.jpg,black_eyed_susan
flowers\sunflower\sunflower_893.jpg,sunflower
flowers\daffodil\daffodil_584.jpg,daffodil
flowers\california_poppy\california_poppy_31.jpg,california_poppy
flowers\lotus\lotus_305.jpg,lotus
flowers\bellflower\bellflower_743.jpg,bellflower
flowers\iris\iris_788.jpg,iris
flowers\calendula\calendula_424.jpg,calendula
flowers\tulip\tulip_430.jpg,tulip
flowers\sunflower\sunflower_61.jpg,sunflower
flowers\lotus\lotus_488.jpg,lotus
flowers\dandelion\dandelion_473.jpg,dandelion
flowers\lotus\lotus_69.jpg,lotus
flowers\bellflower\bellflower_114.jpg,bellflower
flowers\lavender\lavender_228.jpeg,lavender
flowers\iris\iris_1035.jpg,iris
flowers\magnolia\magnolia_32.jpg,magnolia
flowers\coreopsis\coreopsis_876.jpg,coreopsis
flowers\common_daisy\daisy_149.jpg,common_daisy
flowers\magnolia\magnolia_575.jpg,magnolia
flowers\rose\rose_99.jpg,rose
flowers\carnation\carnation_316.jpg,carnation
flowers\lotus\lotus_88.jpg,lotus
flowers\magnolia\magnolia_439.jpg,magnolia
flowers\water_lily\water_lily_543.jpg,water_lily
flowers\iris\iris_47.jpg,iris
flowers\carnation\carnation_599.jpg,carnation
flowers\sunflower\sunflower_211.jpg,sunflower
flowers\rose\rose_367.jpg,rose
flowers\common_daisy\daisy_382.jpg,common_daisy
flowers\magnolia\magnolia_242.jpg,magnolia
flowers\lotus\lotus_397.jpg,lotus
flowers\coreopsis\coreopsis_393.jpg,coreopsis
flowers\tulip\tulip_300.jpg,tulip
flowers\carnation\carnation_456.jpg,carnation
flowers\water_lily\water_lily_699.jpg,water_lily
flowers\rose\rose_768.jpg,rose
flowers\coreopsis\coreopsis_675.jpg,coreopsis
flowers\sunflower\sunflower_890.jpg,sunflower
flowers\daffodil\daffodil_80.jpg,daffodil
flowers\magnolia\magnolia_316.jpg,magnolia
flowers\black_eyed_susan\black_eyed_susan_295.jpg,black_eyed_susan
flowers\bellflower\bellflower_379.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_141.jpg,black_eyed_susan
flowers\rose\rose_714.jpg,rose
flowers\orchid\orchid_79.jpg,orchid
flowers\california_poppy\california_poppy_1011.jpg,california_poppy
flowers\water_lily\water_lily_877.jpg,water_lily
flowers\daffodil\daffodil_857.jpg,daffodil
flowers\tulip\tulip_466.jpg,tulip
flowers\bellflower\bellflower_497.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_85.jpg,black_eyed_susan
flowers\lotus\lotus_491.jpg,lotus
flowers\lavender\lavender_480.jpeg,lavender
flowers\bellflower\bellflower_509.jpg,bellflower
flowers\lavender\lavender_90.jpg,lavender
flowers\lotus\lotus_411.jpg,lotus
flowers\dandelion\dandelion_423.jpg,dandelion
flowers\water_lily\water_lily_602.jpg,water_lily
flowers\astilbe\astilbe_340.jpg,astilbe
flowers\lavender\lavender_259.jpeg,lavender
flowers\daffodil\daffodil_253.jpg,daffodil
flowers\common_daisy\daisy_474.jpg,common_daisy
flowers\carnation\carnation_677.jpg,carnation
flowers\black_eyed_susan\black_eyed_susan_772.jpg,black_eyed_susan
flowers\lotus\lotus_420.jpg,lotus
flowers\astilbe\astilbe_150.jpg,astilbe
flowers\lavender\lavender_148.jpeg,lavender
flowers\orchid\orchid_112.jpg,orchid
flowers\coreopsis\coreopsis_1010.jpg,coreopsis
flowers\dandelion\dandelion_612.jpg,dandelion
flowers\lavender\lavender_87.jpg,lavender
flowers\astilbe\astilbe_641.jpg,astilbe
flowers\orchid\orchid_57.jpg,orchid
flowers\common_daisy\daisy_439.jpg,common_daisy
flowers\tulip\tulip_130.jpg,tulip
flowers\tulip\tulip_89.jpg,tulip
flowers\rose\rose_181.jpg,rose
flowers\rose\rose_20.jpg,rose
flowers\carnation\carnation_495.jpg,carnation
flowers\lavender\lavender_368.jpeg,lavender
flowers\sunflower\sunflower_523.jpg,sunflower
flowers\black_eyed_susan\black_eyed_susan_988.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_977.jpg,black_eyed_susan
flowers\astilbe\astilbe_346.jpg,astilbe
flowers\common_daisy\daisy_201.jpg,common_daisy
flowers\magnolia\magnolia_40.jpg,magnolia
flowers\carnation\carnation_671.jpg,carnation
flowers\california_poppy\california_poppy_940.jpg,california_poppy
flowers\california_poppy\california_poppy_711.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_350.jpg,black_eyed_susan
flowers\calendula\calendula_569.jpg,calendula
flowers\tulip\tulip_202.jpg,tulip
flowers\tulip\tulip_645.jpg,tulip
flowers\water_lily\water_lily_893.jpg,water_lily
flowers\california_poppy\california_poppy_641.jpg,california_poppy
flowers\common_daisy\daisy_451.jpg,common_daisy
flowers\lavender\lavender_34.jpg,lavender
flowers\lotus\lotus_493.jpg,lotus
flowers\magnolia\magnolia_934.jpg,magnolia
flowers\orchid\orchid_204.jpg,orchid
flowers\lotus\lotus_316.jpg,lotus
flowers\sunflower\sunflower_356.jpg,sunflower
flowers\carnation\carnation_129.jpg,carnation
flowers\black_eyed_susan\black_eyed_susan_991.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_823.jpg,coreopsis
flowers\orchid\orchid_104.jpg,orchid
flowers\calendula\calendula_915.jpg,calendula
flowers\orchid\orchid_359.jpg,orchid
flowers\astilbe\astilbe_675.jpg,astilbe
flowers\daffodil\daffodil_448.jpg,daffodil
flowers\daffodil\daffodil_523.jpg,daffodil
flowers\iris\iris_743.jpg,iris
flowers\water_lily\water_lily_766.jpg,water_lily
flowers\common_daisy\daisy_503.jpg,common_daisy
flowers\lavender\lavender_369.jpeg,lavender
flowers\common_daisy\daisy_315.jpg,common_daisy
flowers\astilbe\astilbe_426.jpg,astilbe
flowers\california_poppy\california_poppy_482.jpg,california_poppy
flowers\daffodil\daffodil_308.jpg,daffodil
flowers\coreopsis\coreopsis_822.jpg,coreopsis
flowers\lavender\lavender_466.jpeg,lavender
flowers\black_eyed_susan\black_eyed_susan_41.jpg,black_eyed_susan
flowers\sunflower\sunflower_79.jpg,sunflower
flowers\astilbe\astilbe_158.jpg,astilbe
flowers\lavender\lavender_326.jpeg,lavender
flowers\common_daisy\daisy_291.jpg,common_daisy
flowers\sunflower\sunflower_843.jpg,sunflower
flowers\calendula\calendula_506.jpg,calendula
flowers\common_daisy\daisy_19.jpg,common_daisy
flowers\carnation\carnation_667.jpg,carnation
flowers\water_lily\water_lily_521.jpg,water_lily
flowers\carnation\carnation_6.jpg,carnation
flowers\rose\rose_40.jpg,rose
flowers\tulip\tulip_583.jpg,tulip
flowers\daffodil\daffodil_780.jpg,daffodil
flowers\astilbe\astilbe_173.jpg,astilbe
flowers\bellflower\bellflower_37.jpg,bellflower
flowers\daffodil\daffodil_491.jpg,daffodil
flowers\iris\iris_55.jpg,iris
flowers\coreopsis\coreopsis_115.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_29.jpg,black_eyed_susan
flowers\water_lily\water_lily_56.jpg,water_lily
flowers\calendula\calendula_185.jpg,calendula
flowers\lotus\lotus_380.jpg,lotus
flowers\common_daisy\daisy_892.jpg,common_daisy
flowers\carnation\carnation_354.jpg,carnation
flowers\bellflower\bellflower_663.jpg,bellflower
flowers\rose\rose_743.jpg,rose
flowers\carnation\carnation_40.jpg,carnation
flowers\astilbe\astilbe_698.jpg,astilbe
flowers\coreopsis\coreopsis_634.jpg,coreopsis
flowers\daffodil\daffodil_950.jpg,daffodil
flowers\magnolia\magnolia_847.jpg,magnolia
flowers\bellflower\bellflower_831.jpg,bellflower
flowers\tulip\tulip_231.jpg,tulip
flowers\iris\iris_613.jpg,iris
flowers\dandelion\dandelion_565.jpg,dandelion
flowers\daffodil\daffodil_51.jpg,daffodil
flowers\carnation\carnation_80.jpg,carnation
flowers\orchid\orchid_88.jpg,orchid
flowers\water_lily\water_lily_284.jpg,water_lily
flowers\magnolia\magnolia_366.jpg,magnolia
flowers\black_eyed_susan\black_eyed_susan_300.jpg,black_eyed_susan
flowers\water_lily\water_lily_843.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_609.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_801.jpg,coreopsis
flowers\orchid\orchid_485.jpg,orchid
flowers\orchid\orchid_290.jpg,orchid
flowers\sunflower\sunflower_163.jpg,sunflower
flowers\common_daisy\daisy_611.jpg,common_daisy
flowers\sunflower\sunflower_188.jpg,sunflower
flowers\magnolia\magnolia_311.jpg,magnolia
flowers\water_lily\water_lily_19.jpg,water_lily
flowers\dandelion\dandelion_233.jpg,dandelion
flowers\carnation\carnation_760.jpg,carnation
flowers\coreopsis\coreopsis_1045.jpg,coreopsis
flowers\tulip\tulip_506.jpg,tulip
flowers\calendula\calendula_826.jpg,calendula
flowers\bellflower\bellflower_778.jpg,bellflower
flowers\coreopsis\coreopsis_131.jpg,coreopsis
flowers\california_poppy\california_poppy_868.jpg,california_poppy
flowers\calendula\calendula_294.jpg,calendula
flowers\rose\rose_758.jpg,rose
flowers\water_lily\water_lily_469.jpg,water_lily
flowers\astilbe\astilbe_375.jpg,astilbe
flowers\coreopsis\coreopsis_586.jpg,coreopsis
flowers\common_daisy\daisy_386.jpg,common_daisy
flowers\california_poppy\california_poppy_916.jpg,california_poppy
flowers\common_daisy\daisy_161.jpg,common_daisy
flowers\lavender\lavender_486.jpeg,lavender
flowers\lavender\lavender_302.jpeg,lavender
flowers\rose\rose_316.jpg,rose
flowers\calendula\calendula_219.jpg,calendula
flowers\coreopsis\coreopsis_598.jpg,coreopsis
flowers\sunflower\sunflower_701.jpg,sunflower
flowers\lotus\lotus_18.jpg,lotus
flowers\daffodil\daffodil_12.jpg,daffodil
flowers\astilbe\astilbe_56.jpg,astilbe
flowers\common_daisy\daisy_107.jpg,common_daisy
flowers\water_lily\water_lily_825.jpg,water_lily
flowers\sunflower\sunflower_660.jpg,sunflower
flowers\rose\rose_970.jpg,rose
flowers\daffodil\daffodil_723.jpg,daffodil
flowers\coreopsis\coreopsis_366.jpg,coreopsis
flowers\water_lily\water_lily_566.jpg,water_lily
flowers\astilbe\astilbe_38.jpg,astilbe
flowers\water_lily\water_lily_598.jpg,water_lily
flowers\bellflower\bellflower_812.jpg,bellflower
flowers\bellflower\bellflower_329.jpg,bellflower
flowers\california_poppy\california_poppy_364.jpg,california_poppy
flowers\tulip\tulip_646.jpg,tulip
flowers\common_daisy\daisy_849.jpg,common_daisy
flowers\tulip\tulip_317.jpg,tulip
flowers\astilbe\astilbe_250.jpg,astilbe
flowers\rose\rose_315.jpg,rose
flowers\dandelion\dandelion_839.jpg,dandelion
flowers\daffodil\daffodil_223.jpg,daffodil
flowers\dandelion\dandelion_481.jpg,dandelion
flowers\bellflower\bellflower_606.jpg,bellflower
flowers\bellflower\bellflower_55.jpg,bellflower
flowers\orchid\orchid_137.jpg,orchid
flowers\common_daisy\daisy_336.jpg,common_daisy
flowers\sunflower\sunflower_825.jpg,sunflower
flowers\magnolia\magnolia_170.jpg,magnolia
flowers\orchid\orchid_154.jpg,orchid
flowers\california_poppy\california_poppy_599.jpg,california_poppy
flowers\bellflower\bellflower_528.jpg,bellflower
flowers\bellflower\bellflower_604.jpg,bellflower
flowers\carnation\carnation_386.jpg,carnation
flowers\calendula\calendula_314.jpg,calendula
flowers\bellflower\bellflower_538.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_424.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_215.jpg,black_eyed_susan
flowers\dandelion\dandelion_100.jpg,dandelion
flowers\water_lily\water_lily_402.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_898.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_552.jpg,black_eyed_susan
flowers\calendula\calendula_128.jpg,calendula
flowers\california_poppy\california_poppy_661.jpg,california_poppy
flowers\carnation\carnation_597.jpg,carnation
flowers\common_daisy\daisy_456.jpg,common_daisy
flowers\sunflower\sunflower_250.jpg,sunflower
flowers\astilbe\astilbe_232.jpg,astilbe
flowers\common_daisy\daisy_533.jpg,common_daisy
flowers\tulip\tulip_621.jpg,tulip
flowers\orchid\orchid_488.jpg,orchid
flowers\rose\rose_460.jpg,rose
flowers\daffodil\daffodil_552.jpg,daffodil
flowers\sunflower\sunflower_152.jpg,sunflower
flowers\black_eyed_susan\black_eyed_susan_643.jpg,black_eyed_susan
flowers\water_lily\water_lily_580.jpg,water_lily
flowers\iris\iris_853.jpg,iris
flowers\lotus\lotus_78.jpg,lotus
flowers\black_eyed_susan\black_eyed_susan_124.jpg,black_eyed_susan
flowers\tulip\tulip_133.jpg,tulip
flowers\coreopsis\coreopsis_788.jpg,coreopsis
flowers\california_poppy\california_poppy_1021.jpg,california_poppy
flowers\carnation\carnation_7.jpg,carnation
flowers\calendula\calendula_215.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_573.jpg,black_eyed_susan
flowers\rose\rose_558.jpg,rose
flowers\carnation\carnation_852.jpg,carnation
flowers\calendula\calendula_30.jpg,calendula
flowers\daffodil\daffodil_96.jpg,daffodil
flowers\common_daisy\daisy_449.jpg,common_daisy
flowers\lavender\lavender_166.jpeg,lavender
flowers\black_eyed_susan\black_eyed_susan_398.jpg,black_eyed_susan
flowers\lavender\lavender_394.jpeg,lavender
flowers\black_eyed_susan\black_eyed_susan_468.jpg,black_eyed_susan
flowers\dandelion\dandelion_986.jpg,dandelion
flowers\daffodil\daffodil_872.jpg,daffodil
flowers\rose\rose_236.jpg,rose
flowers\astilbe\astilbe_734.jpg,astilbe
flowers\astilbe\astilbe_534.jpg,astilbe
flowers\dandelion\dandelion_1009.jpg,dandelion
flowers\common_daisy\daisy_749.jpg,common_daisy
flowers\dandelion\dandelion_499.jpg,dandelion
flowers\magnolia\magnolia_766.jpg,magnolia
flowers\dandelion\dandelion_704.jpg,dandelion
flowers\water_lily\water_lily_118.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_726.jpg,black_eyed_susan
flowers\iris\iris_354.jpg,iris
flowers\lotus\lotus_258.jpg,lotus
flowers\astilbe\astilbe_537.jpg,astilbe
flowers\bellflower\bellflower_135.jpg,bellflower
flowers\lotus\lotus_469.jpg,lotus
flowers\orchid\orchid_427.jpg,orchid
flowers\lotus\lotus_194.jpg,lotus
flowers\dandelion\dandelion_496.jpg,dandelion
flowers\coreopsis\coreopsis_713.jpg,coreopsis
flowers\bellflower\bellflower_576.jpg,bellflower
flowers\carnation\carnation_275.jpg,carnation
flowers\iris\iris_219.jpg,iris
flowers\sunflower\sunflower_33.jpg,sunflower
flowers\california_poppy\california_poppy_877.jpg,california_poppy
flowers\rose\rose_404.jpg,rose
flowers\black_eyed_susan\black_eyed_susan_890.jpg,black_eyed_susan
flowers\bellflower\bellflower_534.jpg,bellflower
flowers\lavender\lavender_334.jpeg,lavender
flowers\calendula\calendula_936.jpg,calendula
flowers\coreopsis\coreopsis_346.jpg,coreopsis
flowers\sunflower\sunflower_841.jpg,sunflower
flowers\iris\iris_556.jpg,iris
flowers\black_eyed_susan\black_eyed_susan_993.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_306.jpg,black_eyed_susan
flowers\calendula\calendula_580.jpg,calendula
flowers\magnolia\magnolia_85.jpg,magnolia
flowers\dandelion\dandelion_116.jpg,dandelion
flowers\bellflower\bellflower_109.jpg,bellflower
flowers\coreopsis\coreopsis_426.jpg,coreopsis
flowers\coreopsis\coreopsis_405.jpg,coreopsis
flowers\tulip\tulip_204.jpg,tulip
flowers\water_lily\water_lily_682.jpg,water_lily
flowers\calendula\calendula_456.jpg,calendula
flowers\tulip\tulip_888.jpg,tulip
flowers\rose\rose_878.jpg,rose
flowers\iris\iris_50.jpg,iris
flowers\calendula\calendula_801.jpg,calendula
flowers\sunflower\sunflower_70.jpg,sunflower
flowers\water_lily\water_lily_745.jpg,water_lily
flowers\calendula\calendula_499.jpg,calendula
flowers\california_poppy\california_poppy_85.jpg,california_poppy
flowers\water_lily\water_lily_389.jpg,water_lily
flowers\common_daisy\daisy_871.jpg,common_daisy
flowers\calendula\calendula_427.jpg,calendula
flowers\common_daisy\daisy_53.jpg,common_daisy
flowers\common_daisy\daisy_953.jpg,common_daisy
flowers\bellflower\bellflower_249.jpg,bellflower
flowers\coreopsis\coreopsis_1027.jpg,coreopsis
flowers\dandelion\dandelion_837.jpg,dandelion
flowers\lotus\lotus_498.jpg,lotus
flowers\lavender\lavender_427.jpeg,lavender
flowers\water_lily\water_lily_588.jpg,water_lily
flowers\orchid\orchid_407.jpg,orchid
flowers\california_poppy\california_poppy_116.jpg,california_poppy
flowers\bellflower\bellflower_646.jpg,bellflower
flowers\lotus\lotus_72.jpg,lotus
flowers\lotus\lotus_91.jpg,lotus
flowers\magnolia\magnolia_1034.jpg,magnolia
flowers\iris\iris_10.jpg,iris
flowers\orchid\orchid_330.jpg,orchid
flowers\astilbe\astilbe_136.jpg,astilbe
flowers\lavender\lavender_284.jpeg,lavender
flowers\coreopsis\coreopsis_418.jpg,coreopsis
flowers\astilbe\astilbe_33.jpg,astilbe
flowers\carnation\carnation_770.jpg,carnation
flowers\dandelion\dandelion_85.jpg,dandelion
flowers\calendula\calendula_593.jpg,calendula
flowers\common_daisy\daisy_77.jpg,common_daisy
flowers\tulip\tulip_537.jpg,tulip
flowers\lavender\lavender_350.jpeg,lavender
flowers\dandelion\dandelion_697.jpg,dandelion
flowers\lavender\lavender_8.jpg,lavender
flowers\dandelion\dandelion_966.jpg,dandelion
flowers\water_lily\water_lily_970.jpg,water_lily
flowers\sunflower\sunflower_515.jpg,sunflower
flowers\water_lily\water_lily_690.jpg,water_lily
flowers\astilbe\astilbe_11.jpg,astilbe
flowers\carnation\carnation_375.jpg,carnation
flowers\coreopsis\coreopsis_79.jpg,coreopsis
flowers\lavender\lavender_203.jpeg,lavender
flowers\iris\iris_306.jpg,iris
flowers\orchid\orchid_318.jpg,orchid
flowers\coreopsis\coreopsis_307.jpg,coreopsis
flowers\tulip\tulip_155.jpg,tulip
flowers\common_daisy\daisy_579.jpg,common_daisy
flowers\daffodil\daffodil_276.jpg,daffodil
flowers\lotus\lotus_30.jpg,lotus
flowers\common_daisy\daisy_902.jpg,common_daisy
flowers\lotus\lotus_434.jpg,lotus
flowers\coreopsis\coreopsis_747.jpg,coreopsis
flowers\sunflower\sunflower_722.jpg,sunflower
flowers\california_poppy\california_poppy_782.jpg,california_poppy
flowers\common_daisy\daisy_511.jpg,common_daisy
flowers\water_lily\water_lily_407.jpg,water_lily
flowers\dandelion\dandelion_792.jpg,dandelion
flowers\iris\iris_257.jpg,iris
flowers\lotus\lotus_27.jpg,lotus
flowers\dandelion\dandelion_478.jpg,dandelion
flowers\common_daisy\daisy_791.jpg,common_daisy
flowers\carnation\carnation_218.jpg,carnation
flowers\california_poppy\california_poppy_389.jpg,california_poppy
flowers\calendula\calendula_310.jpg,calendula
flowers\tulip\tulip_235.jpg,tulip
flowers\daffodil\daffodil_864.jpg,daffodil
flowers\iris\iris_407.jpg,iris
flowers\bellflower\bellflower_617.jpg,bellflower
flowers\astilbe\astilbe_190.jpg,astilbe
flowers\tulip\tulip_815.jpg,tulip
flowers\common_daisy\daisy_906.jpg,common_daisy
flowers\black_eyed_susan\black_eyed_susan_113.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_935.jpg,black_eyed_susan
flowers\iris\iris_961.jpg,iris
flowers\daffodil\daffodil_830.jpg,daffodil
flowers\coreopsis\coreopsis_201.jpg,coreopsis
flowers\california_poppy\california_poppy_301.jpg,california_poppy
flowers\water_lily\water_lily_319.jpg,water_lily
flowers\carnation\carnation_322.jpg,carnation
flowers\rose\rose_838.jpg,rose
flowers\bellflower\bellflower_868.jpg,bellflower
flowers\sunflower\sunflower_553.jpg,sunflower
flowers\dandelion\dandelion_376.jpg,dandelion
flowers\daffodil\daffodil_782.jpg,daffodil
flowers\iris\iris_322.jpg,iris
flowers\calendula\calendula_38.jpg,calendula
flowers\common_daisy\daisy_552.jpg,common_daisy
flowers\carnation\carnation_465.jpg,carnation
flowers\rose\rose_250.jpg,rose
flowers\rose\rose_131.jpg,rose
flowers\dandelion\dandelion_685.jpg,dandelion
flowers\lavender\lavender_191.jpeg,lavender
flowers\daffodil\daffodil_847.jpg,daffodil
flowers\sunflower\sunflower_776.jpg,sunflower
flowers\lotus\lotus_239.jpg,lotus
flowers\water_lily\water_lily_92.jpg,water_lily
flowers\rose\rose_872.jpg,rose
flowers\astilbe\astilbe_278.jpg,astilbe
flowers\daffodil\daffodil_876.jpg,daffodil
flowers\orchid\orchid_197.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_806.jpg,black_eyed_susan
flowers\sunflower\sunflower_653.jpg,sunflower
flowers\bellflower\bellflower_226.jpg,bellflower
flowers\daffodil\daffodil_171.jpg,daffodil
flowers\common_daisy\daisy_341.jpg,common_daisy
flowers\common_daisy\daisy_15.jpg,common_daisy
flowers\calendula\calendula_534.jpg,calendula
flowers\magnolia\magnolia_69.jpg,magnolia
flowers\california_poppy\california_poppy_674.jpg,california_poppy
flowers\calendula\calendula_516.jpg,calendula
flowers\magnolia\magnolia_314.jpg,magnolia
flowers\sunflower\sunflower_299.jpg,sunflower
flowers\california_poppy\california_poppy_195.jpg,california_poppy
flowers\magnolia\magnolia_577.jpg,magnolia
flowers\lotus\lotus_334.jpg,lotus
flowers\sunflower\sunflower_13.jpg,sunflower
flowers\dandelion\dandelion_38.jpg,dandelion
flowers\water_lily\water_lily_884.jpg,water_lily
flowers\water_lily\water_lily_277.jpg,water_lily
flowers\water_lily\water_lily_672.jpg,water_lily
flowers\calendula\calendula_856.jpg,calendula
flowers\magnolia\magnolia_913.jpg,magnolia
flowers\rose\rose_770.jpg,rose
flowers\calendula\calendula_705.jpg,calendula
flowers\astilbe\astilbe_362.jpg,astilbe
flowers\carnation\carnation_803.jpg,carnation
flowers\water_lily\water_lily_496.jpg,water_lily
flowers\bellflower\bellflower_239.jpg,bellflower
flowers\coreopsis\coreopsis_1000.jpg,coreopsis
flowers\bellflower\bellflower_684.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_670.jpg,black_eyed_susan
flowers\orchid\orchid_481.jpg,orchid
flowers\water_lily\water_lily_77.jpg,water_lily
flowers\tulip\tulip_559.jpg,tulip
flowers\daffodil\daffodil_157.jpg,daffodil
flowers\sunflower\sunflower_247.jpg,sunflower
flowers\common_daisy\daisy_701.jpg,common_daisy
flowers\water_lily\water_lily_873.jpg,water_lily
flowers\magnolia\magnolia_750.jpg,magnolia
flowers\coreopsis\coreopsis_637.jpg,coreopsis
flowers\orchid\orchid_118.jpg,orchid
flowers\california_poppy\california_poppy_929.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_881.jpg,black_eyed_susan
flowers\california_poppy\california_poppy_134.jpg,california_poppy
flowers\orchid\orchid_12.jpg,orchid
flowers\tulip\tulip_725.jpg,tulip
flowers\dandelion\dandelion_172.jpg,dandelion
flowers\calendula\calendula_818.jpg,calendula
flowers\tulip\tulip_157.jpg,tulip
flowers\sunflower\sunflower_383.jpg,sunflower
flowers\tulip\tulip_926.jpg,tulip
flowers\tulip\tulip_84.jpg,tulip
flowers\common_daisy\daisy_541.jpg,common_daisy
flowers\sunflower\sunflower_157.jpg,sunflower
flowers\iris\iris_122.jpg,iris
flowers\bellflower\bellflower_381.jpg,bellflower
flowers\water_lily\water_lily_705.jpg,water_lily
flowers\bellflower\bellflower_245.jpg,bellflower
flowers\tulip\tulip_403.jpg,tulip
flowers\dandelion\dandelion_384.jpg,dandelion
flowers\lotus\lotus_117.jpg,lotus
flowers\sunflower\sunflower_371.jpg,sunflower
flowers\dandelion\dandelion_4.jpg,dandelion
flowers\astilbe\astilbe_648.jpg,astilbe
flowers\dandelion\dandelion_299.jpg,dandelion
flowers\common_daisy\daisy_447.jpg,common_daisy
flowers\bellflower\bellflower_276.jpg,bellflower
flowers\magnolia\magnolia_348.jpg,magnolia
flowers\calendula\calendula_654.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_487.jpg,black_eyed_susan
flowers\dandelion\dandelion_734.jpg,dandelion
flowers\sunflower\sunflower_263.jpg,sunflower
flowers\lotus\lotus_269.jpg,lotus
flowers\astilbe\astilbe_510.jpg,astilbe
flowers\tulip\tulip_149.jpg,tulip
flowers\calendula\calendula_728.jpg,calendula
flowers\water_lily\water_lily_400.jpg,water_lily
flowers\dandelion\dandelion_323.jpg,dandelion
flowers\sunflower\sunflower_223.jpg,sunflower
flowers\coreopsis\coreopsis_777.jpg,coreopsis
flowers\california_poppy\california_poppy_147.jpg,california_poppy
flowers\california_poppy\california_poppy_954.jpg,california_poppy
flowers\bellflower\bellflower_189.jpg,bellflower
flowers\water_lily\water_lily_152.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_144.jpg,black_eyed_susan
flowers\lotus\lotus_19.jpg,lotus
flowers\black_eyed_susan\black_eyed_susan_907.jpg,black_eyed_susan
flowers\carnation\carnation_525.jpg,carnation
flowers\magnolia\magnolia_1029.jpg,magnolia
flowers\california_poppy\california_poppy_135.jpg,california_poppy
flowers\coreopsis\coreopsis_751.jpg,coreopsis
flowers\daffodil\daffodil_880.jpg,daffodil
flowers\lotus\lotus_41.jpg,lotus
flowers\sunflower\sunflower_978.jpg,sunflower
flowers\sunflower\sunflower_22.jpg,sunflower
flowers\common_daisy\daisy_686.jpg,common_daisy
flowers\bellflower\bellflower_494.jpg,bellflower
flowers\orchid\orchid_17.jpg,orchid
flowers\lavender\lavender_49.jpg,lavender
flowers\tulip\tulip_901.jpg,tulip
flowers\calendula\calendula_410.jpg,calendula
flowers\orchid\orchid_469.jpg,orchid
flowers\tulip\tulip_981.jpg,tulip
flowers\astilbe\astilbe_529.jpg,astilbe
flowers\calendula\calendula_494.jpg,calendula
flowers\water_lily\water_lily_489.jpg,water_lily
flowers\california_poppy\california_poppy_742.jpg,california_poppy
flowers\california_poppy\california_poppy_5.jpg,california_poppy
flowers\iris\iris_592.jpg,iris
flowers\coreopsis\coreopsis_231.jpg,coreopsis
flowers\water_lily\water_lily_758.jpg,water_lily
flowers\sunflower\sunflower_109.jpg,sunflower
flowers\coreopsis\coreopsis_256.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_624.jpg,black_eyed_susan
flowers\magnolia\magnolia_291.jpg,magnolia
flowers\rose\rose_175.jpg,rose
flowers\lotus\lotus_290.jpg,lotus
flowers\lotus\lotus_123.jpg,lotus
flowers\dandelion\dandelion_945.jpg,dandelion
flowers\daffodil\daffodil_479.jpg,daffodil
flowers\water_lily\water_lily_31.jpg,water_lily
flowers\bellflower\bellflower_88.jpg,bellflower
flowers\common_daisy\daisy_670.jpg,common_daisy
flowers\dandelion\dandelion_82.jpg,dandelion
flowers\tulip\tulip_840.jpg,tulip
flowers\rose\rose_910.jpg,rose
flowers\orchid\orchid_127.jpg,orchid
flowers\calendula\calendula_924.jpg,calendula
flowers\water_lily\water_lily_240.jpg,water_lily
flowers\lotus\lotus_249.jpg,lotus
flowers\california_poppy\california_poppy_140.jpg,california_poppy
flowers\astilbe\astilbe_3.jpg,astilbe
flowers\calendula\calendula_576.jpg,calendula
flowers\coreopsis\coreopsis_954.jpg,coreopsis
flowers\dandelion\dandelion_232.jpg,dandelion
flowers\tulip\tulip_208.jpg,tulip
